Date,DateKey,Year,Quarter,Month,Day,MonthInYear,MonthInYearSort,DayOfWeek,DayOfWeekSort
12/1/2022,20221201,2022,2022-Q4,2022-12,1,December,12,Thursday,5
12/2/2022,20221202,2022,2022-Q4,2022-12,2,December,12,Friday,6
12/3/2022,20221203,2022,2022-Q4,2022-12,3,December,12,Saturday,7
12/4/2022,20221204,2022,2022-Q4,2022-12,4,December,12,Sunday,1
12/5/2022,20221205,2022,2022-Q4,2022-12,5,December,12,Monday,2
12/6/2022,20221206,2022,2022-Q4,2022-12,6,December,12,Tuesday,3
12/7/2022,20221207,2022,2022-Q4,2022-12,7,December,12,Wednesday,4
12/8/2022,20221208,2022,2022-Q4,2022-12,8,December,12,Thursday,5
12/9/2022,20221209,2022,2022-Q4,2022-12,9,December,12,Friday,6
12/10/2022,20221210,2022,2022-Q4,2022-12,10,December,12,Saturday,7
12/11/2022,20221211,2022,2022-Q4,2022-12,11,December,12,Sunday,1
12/12/2022,20221212,2022,2022-Q4,2022-12,12,December,12,Monday,2
12/13/2022,20221213,2022,2022-Q4,2022-12,13,December,12,Tuesday,3
12/14/2022,20221214,2022,2022-Q4,2022-12,14,December,12,Wednesday,4
12/15/2022,20221215,2022,2022-Q4,2022-12,15,December,12,Thursday,5
12/16/2022,20221216,2022,2022-Q4,2022-12,16,December,12,Friday,6
12/17/2022,20221217,2022,2022-Q4,2022-12,17,December,12,Saturday,7
12/18/2022,20221218,2022,2022-Q4,2022-12,18,December,12,Sunday,1
12/19/2022,20221219,2022,2022-Q4,2022-12,19,December,12,Monday,2
12/20/2022,20221220,2022,2022-Q4,2022-12,20,December,12,Tuesday,3
12/21/2022,20221221,2022,2022-Q4,2022-12,21,December,12,Wednesday,4
12/22/2022,20221222,2022,2022-Q4,2022-12,22,December,12,Thursday,5
12/23/2022,20221223,2022,2022-Q4,2022-12,23,December,12,Friday,6
12/24/2022,20221224,2022,2022-Q4,2022-12,24,December,12,Saturday,7
12/25/2022,20221225,2022,2022-Q4,2022-12,25,December,12,Sunday,1
12/26/2022,20221226,2022,2022-Q4,2022-12,26,December,12,Monday,2
12/27/2022,20221227,2022,2022-Q4,2022-12,27,December,12,Tuesday,3
12/28/2022,20221228,2022,2022-Q4,2022-12,28,December,12,Wednesday,4
12/29/2022,20221229,2022,2022-Q4,2022-12,29,December,12,Thursday,5
12/30/2022,20221230,2022,2022-Q4,2022-12,30,December,12,Friday,6
12/31/2022,20221231,2022,2022-Q4,2022-12,31,December,12,Saturday,7
1/1/2023,20230101,2023,2023-Q1,2023-01,1,January,1,Sunday,1
1/2/2023,20230102,2023,2023-Q1,2023-01,2,January,1,Monday,2
1/3/2023,20230103,2023,2023-Q1,2023-01,3,January,1,Tuesday,3
1/4/2023,20230104,2023,2023-Q1,2023-01,4,January,1,Wednesday,4
1/5/2023,20230105,2023,2023-Q1,2023-01,5,January,1,Thursday,5
1/6/2023,20230106,2023,2023-Q1,2023-01,6,January,1,Friday,6
1/7/2023,20230107,2023,2023-Q1,2023-01,7,January,1,Saturday,7
1/8/2023,20230108,2023,2023-Q1,2023-01,8,January,1,Sunday,1
1/9/2023,20230109,2023,2023-Q1,2023-01,9,January,1,Monday,2
1/10/2023,20230110,2023,2023-Q1,2023-01,10,January,1,Tuesday,3
1/11/2023,20230111,2023,2023-Q1,2023-01,11,January,1,Wednesday,4
1/12/2023,20230112,2023,2023-Q1,2023-01,12,January,1,Thursday,5
1/13/2023,20230113,2023,2023-Q1,2023-01,13,January,1,Friday,6
1/14/2023,20230114,2023,2023-Q1,2023-01,14,January,1,Saturday,7
1/15/2023,20230115,2023,2023-Q1,2023-01,15,January,1,Sunday,1
1/16/2023,20230116,2023,2023-Q1,2023-01,16,January,1,Monday,2
1/17/2023,20230117,2023,2023-Q1,2023-01,17,January,1,Tuesday,3
1/18/2023,20230118,2023,2023-Q1,2023-01,18,January,1,Wednesday,4
1/19/2023,20230119,2023,2023-Q1,2023-01,19,January,1,Thursday,5
1/20/2023,20230120,2023,2023-Q1,2023-01,20,January,1,Friday,6
1/21/2023,20230121,2023,2023-Q1,2023-01,21,January,1,Saturday,7
1/22/2023,20230122,2023,2023-Q1,2023-01,22,January,1,Sunday,1
1/23/2023,20230123,2023,2023-Q1,2023-01,23,January,1,Monday,2
1/24/2023,20230124,2023,2023-Q1,2023-01,24,January,1,Tuesday,3
1/25/2023,20230125,2023,2023-Q1,2023-01,25,January,1,Wednesday,4
1/26/2023,20230126,2023,2023-Q1,2023-01,26,January,1,Thursday,5
1/27/2023,20230127,2023,2023-Q1,2023-01,27,January,1,Friday,6
1/28/2023,20230128,2023,2023-Q1,2023-01,28,January,1,Saturday,7
1/29/2023,20230129,2023,2023-Q1,2023-01,29,January,1,Sunday,1
1/30/2023,20230130,2023,2023-Q1,2023-01,30,January,1,Monday,2
1/31/2023,20230131,2023,2023-Q1,2023-01,31,January,1,Tuesday,3
2/1/2023,20230201,2023,2023-Q1,2023-02,1,February,2,Wednesday,4
2/2/2023,20230202,2023,2023-Q1,2023-02,2,February,2,Thursday,5
2/3/2023,20230203,2023,2023-Q1,2023-02,3,February,2,Friday,6
2/4/2023,20230204,2023,2023-Q1,2023-02,4,February,2,Saturday,7
2/5/2023,20230205,2023,2023-Q1,2023-02,5,February,2,Sunday,1
2/6/2023,20230206,2023,2023-Q1,2023-02,6,February,2,Monday,2
2/7/2023,20230207,2023,2023-Q1,2023-02,7,February,2,Tuesday,3
2/8/2023,20230208,2023,2023-Q1,2023-02,8,February,2,Wednesday,4
2/9/2023,20230209,2023,2023-Q1,2023-02,9,February,2,Thursday,5
2/10/2023,20230210,2023,2023-Q1,2023-02,10,February,2,Friday,6
2/11/2023,20230211,2023,2023-Q1,2023-02,11,February,2,Saturday,7
2/12/2023,20230212,2023,2023-Q1,2023-02,12,February,2,Sunday,1
2/13/2023,20230213,2023,2023-Q1,2023-02,13,February,2,Monday,2
2/14/2023,20230214,2023,2023-Q1,2023-02,14,February,2,Tuesday,3
2/15/2023,20230215,2023,2023-Q1,2023-02,15,February,2,Wednesday,4
2/16/2023,20230216,2023,2023-Q1,2023-02,16,February,2,Thursday,5
2/17/2023,20230217,2023,2023-Q1,2023-02,17,February,2,Friday,6
2/18/2023,20230218,2023,2023-Q1,2023-02,18,February,2,Saturday,7
2/19/2023,20230219,2023,2023-Q1,2023-02,19,February,2,Sunday,1
2/20/2023,20230220,2023,2023-Q1,2023-02,20,February,2,Monday,2
2/21/2023,20230221,2023,2023-Q1,2023-02,21,February,2,Tuesday,3
2/22/2023,20230222,2023,2023-Q1,2023-02,22,February,2,Wednesday,4
2/23/2023,20230223,2023,2023-Q1,2023-02,23,February,2,Thursday,5
2/24/2023,20230224,2023,2023-Q1,2023-02,24,February,2,Friday,6
2/25/2023,20230225,2023,2023-Q1,2023-02,25,February,2,Saturday,7
2/26/2023,20230226,2023,2023-Q1,2023-02,26,February,2,Sunday,1
2/27/2023,20230227,2023,2023-Q1,2023-02,27,February,2,Monday,2
2/28/2023,20230228,2023,2023-Q1,2023-02,28,February,2,Tuesday,3
3/1/2023,20230301,2023,2023-Q1,2023-03,1,March,3,Wednesday,4
3/2/2023,20230302,2023,2023-Q1,2023-03,2,March,3,Thursday,5
3/3/2023,20230303,2023,2023-Q1,2023-03,3,March,3,Friday,6
3/4/2023,20230304,2023,2023-Q1,2023-03,4,March,3,Saturday,7
3/5/2023,20230305,2023,2023-Q1,2023-03,5,March,3,Sunday,1
3/6/2023,20230306,2023,2023-Q1,2023-03,6,March,3,Monday,2
3/7/2023,20230307,2023,2023-Q1,2023-03,7,March,3,Tuesday,3
3/8/2023,20230308,2023,2023-Q1,2023-03,8,March,3,Wednesday,4
3/9/2023,20230309,2023,2023-Q1,2023-03,9,March,3,Thursday,5
3/10/2023,20230310,2023,2023-Q1,2023-03,10,March,3,Friday,6
3/11/2023,20230311,2023,2023-Q1,2023-03,11,March,3,Saturday,7
3/12/2023,20230312,2023,2023-Q1,2023-03,12,March,3,Sunday,1
3/13/2023,20230313,2023,2023-Q1,2023-03,13,March,3,Monday,2
3/14/2023,20230314,2023,2023-Q1,2023-03,14,March,3,Tuesday,3
3/15/2023,20230315,2023,2023-Q1,2023-03,15,March,3,Wednesday,4
3/16/2023,20230316,2023,2023-Q1,2023-03,16,March,3,Thursday,5
3/17/2023,20230317,2023,2023-Q1,2023-03,17,March,3,Friday,6
3/18/2023,20230318,2023,2023-Q1,2023-03,18,March,3,Saturday,7
3/19/2023,20230319,2023,2023-Q1,2023-03,19,March,3,Sunday,1
3/20/2023,20230320,2023,2023-Q1,2023-03,20,March,3,Monday,2
3/21/2023,20230321,2023,2023-Q1,2023-03,21,March,3,Tuesday,3
3/22/2023,20230322,2023,2023-Q1,2023-03,22,March,3,Wednesday,4
3/23/2023,20230323,2023,2023-Q1,2023-03,23,March,3,Thursday,5
3/24/2023,20230324,2023,2023-Q1,2023-03,24,March,3,Friday,6
3/25/2023,20230325,2023,2023-Q1,2023-03,25,March,3,Saturday,7
3/26/2023,20230326,2023,2023-Q1,2023-03,26,March,3,Sunday,1
3/27/2023,20230327,2023,2023-Q1,2023-03,27,March,3,Monday,2
3/28/2023,20230328,2023,2023-Q1,2023-03,28,March,3,Tuesday,3
3/29/2023,20230329,2023,2023-Q1,2023-03,29,March,3,Wednesday,4
3/30/2023,20230330,2023,2023-Q1,2023-03,30,March,3,Thursday,5
3/31/2023,20230331,2023,2023-Q1,2023-03,31,March,3,Friday,6
4/1/2023,20230401,2023,2023-Q2,2023-04,1,April,4,Saturday,7
4/2/2023,20230402,2023,2023-Q2,2023-04,2,April,4,Sunday,1
4/3/2023,20230403,2023,2023-Q2,2023-04,3,April,4,Monday,2
4/4/2023,20230404,2023,2023-Q2,2023-04,4,April,4,Tuesday,3
4/5/2023,20230405,2023,2023-Q2,2023-04,5,April,4,Wednesday,4
4/6/2023,20230406,2023,2023-Q2,2023-04,6,April,4,Thursday,5
4/7/2023,20230407,2023,2023-Q2,2023-04,7,April,4,Friday,6
4/8/2023,20230408,2023,2023-Q2,2023-04,8,April,4,Saturday,7
4/9/2023,20230409,2023,2023-Q2,2023-04,9,April,4,Sunday,1
4/10/2023,20230410,2023,2023-Q2,2023-04,10,April,4,Monday,2
4/11/2023,20230411,2023,2023-Q2,2023-04,11,April,4,Tuesday,3
4/12/2023,20230412,2023,2023-Q2,2023-04,12,April,4,Wednesday,4
4/13/2023,20230413,2023,2023-Q2,2023-04,13,April,4,Thursday,5
4/14/2023,20230414,2023,2023-Q2,2023-04,14,April,4,Friday,6
4/15/2023,20230415,2023,2023-Q2,2023-04,15,April,4,Saturday,7
4/16/2023,20230416,2023,2023-Q2,2023-04,16,April,4,Sunday,1
4/17/2023,20230417,2023,2023-Q2,2023-04,17,April,4,Monday,2
4/18/2023,20230418,2023,2023-Q2,2023-04,18,April,4,Tuesday,3
4/19/2023,20230419,2023,2023-Q2,2023-04,19,April,4,Wednesday,4
4/20/2023,20230420,2023,2023-Q2,2023-04,20,April,4,Thursday,5
4/21/2023,20230421,2023,2023-Q2,2023-04,21,April,4,Friday,6
4/22/2023,20230422,2023,2023-Q2,2023-04,22,April,4,Saturday,7
4/23/2023,20230423,2023,2023-Q2,2023-04,23,April,4,Sunday,1
4/24/2023,20230424,2023,2023-Q2,2023-04,24,April,4,Monday,2
4/25/2023,20230425,2023,2023-Q2,2023-04,25,April,4,Tuesday,3
4/26/2023,20230426,2023,2023-Q2,2023-04,26,April,4,Wednesday,4
4/27/2023,20230427,2023,2023-Q2,2023-04,27,April,4,Thursday,5
4/28/2023,20230428,2023,2023-Q2,2023-04,28,April,4,Friday,6
4/29/2023,20230429,2023,2023-Q2,2023-04,29,April,4,Saturday,7
4/30/2023,20230430,2023,2023-Q2,2023-04,30,April,4,Sunday,1
5/1/2023,20230501,2023,2023-Q2,2023-05,1,May,5,Monday,2
5/2/2023,20230502,2023,2023-Q2,2023-05,2,May,5,Tuesday,3
5/3/2023,20230503,2023,2023-Q2,2023-05,3,May,5,Wednesday,4
5/4/2023,20230504,2023,2023-Q2,2023-05,4,May,5,Thursday,5
5/5/2023,20230505,2023,2023-Q2,2023-05,5,May,5,Friday,6
5/6/2023,20230506,2023,2023-Q2,2023-05,6,May,5,Saturday,7
5/7/2023,20230507,2023,2023-Q2,2023-05,7,May,5,Sunday,1
5/8/2023,20230508,2023,2023-Q2,2023-05,8,May,5,Monday,2
5/9/2023,20230509,2023,2023-Q2,2023-05,9,May,5,Tuesday,3
5/10/2023,20230510,2023,2023-Q2,2023-05,10,May,5,Wednesday,4
5/11/2023,20230511,2023,2023-Q2,2023-05,11,May,5,Thursday,5
5/12/2023,20230512,2023,2023-Q2,2023-05,12,May,5,Friday,6
5/13/2023,20230513,2023,2023-Q2,2023-05,13,May,5,Saturday,7
5/14/2023,20230514,2023,2023-Q2,2023-05,14,May,5,Sunday,1
5/15/2023,20230515,2023,2023-Q2,2023-05,15,May,5,Monday,2
5/16/2023,20230516,2023,2023-Q2,2023-05,16,May,5,Tuesday,3
5/17/2023,20230517,2023,2023-Q2,2023-05,17,May,5,Wednesday,4
5/18/2023,20230518,2023,2023-Q2,2023-05,18,May,5,Thursday,5
5/19/2023,20230519,2023,2023-Q2,2023-05,19,May,5,Friday,6
5/20/2023,20230520,2023,2023-Q2,2023-05,20,May,5,Saturday,7
5/21/2023,20230521,2023,2023-Q2,2023-05,21,May,5,Sunday,1
5/22/2023,20230522,2023,2023-Q2,2023-05,22,May,5,Monday,2
5/23/2023,20230523,2023,2023-Q2,2023-05,23,May,5,Tuesday,3
5/24/2023,20230524,2023,2023-Q2,2023-05,24,May,5,Wednesday,4
5/25/2023,20230525,2023,2023-Q2,2023-05,25,May,5,Thursday,5
5/26/2023,20230526,2023,2023-Q2,2023-05,26,May,5,Friday,6
5/27/2023,20230527,2023,2023-Q2,2023-05,27,May,5,Saturday,7
5/28/2023,20230528,2023,2023-Q2,2023-05,28,May,5,Sunday,1
5/29/2023,20230529,2023,2023-Q2,2023-05,29,May,5,Monday,2
5/30/2023,20230530,2023,2023-Q2,2023-05,30,May,5,Tuesday,3
5/31/2023,20230531,2023,2023-Q2,2023-05,31,May,5,Wednesday,4
6/1/2023,20230601,2023,2023-Q2,2023-06,1,June,6,Thursday,5
6/2/2023,20230602,2023,2023-Q2,2023-06,2,June,6,Friday,6
6/3/2023,20230603,2023,2023-Q2,2023-06,3,June,6,Saturday,7
6/4/2023,20230604,2023,2023-Q2,2023-06,4,June,6,Sunday,1
6/5/2023,20230605,2023,2023-Q2,2023-06,5,June,6,Monday,2
6/6/2023,20230606,2023,2023-Q2,2023-06,6,June,6,Tuesday,3
6/7/2023,20230607,2023,2023-Q2,2023-06,7,June,6,Wednesday,4
6/8/2023,20230608,2023,2023-Q2,2023-06,8,June,6,Thursday,5
6/9/2023,20230609,2023,2023-Q2,2023-06,9,June,6,Friday,6
6/10/2023,20230610,2023,2023-Q2,2023-06,10,June,6,Saturday,7
6/11/2023,20230611,2023,2023-Q2,2023-06,11,June,6,Sunday,1
6/12/2023,20230612,2023,2023-Q2,2023-06,12,June,6,Monday,2
6/13/2023,20230613,2023,2023-Q2,2023-06,13,June,6,Tuesday,3
6/14/2023,20230614,2023,2023-Q2,2023-06,14,June,6,Wednesday,4
6/15/2023,20230615,2023,2023-Q2,2023-06,15,June,6,Thursday,5
6/16/2023,20230616,2023,2023-Q2,2023-06,16,June,6,Friday,6
6/17/2023,20230617,2023,2023-Q2,2023-06,17,June,6,Saturday,7
6/18/2023,20230618,2023,2023-Q2,2023-06,18,June,6,Sunday,1
6/19/2023,20230619,2023,2023-Q2,2023-06,19,June,6,Monday,2
6/20/2023,20230620,2023,2023-Q2,2023-06,20,June,6,Tuesday,3
6/21/2023,20230621,2023,2023-Q2,2023-06,21,June,6,Wednesday,4
6/22/2023,20230622,2023,2023-Q2,2023-06,22,June,6,Thursday,5
6/23/2023,20230623,2023,2023-Q2,2023-06,23,June,6,Friday,6
6/24/2023,20230624,2023,2023-Q2,2023-06,24,June,6,Saturday,7
6/25/2023,20230625,2023,2023-Q2,2023-06,25,June,6,Sunday,1
6/26/2023,20230626,2023,2023-Q2,2023-06,26,June,6,Monday,2
6/27/2023,20230627,2023,2023-Q2,2023-06,27,June,6,Tuesday,3
6/28/2023,20230628,2023,2023-Q2,2023-06,28,June,6,Wednesday,4
6/29/2023,20230629,2023,2023-Q2,2023-06,29,June,6,Thursday,5
6/30/2023,20230630,2023,2023-Q2,2023-06,30,June,6,Friday,6
7/1/2023,20230701,2023,2023-Q3,2023-07,1,July,7,Saturday,7
7/2/2023,20230702,2023,2023-Q3,2023-07,2,July,7,Sunday,1
7/3/2023,20230703,2023,2023-Q3,2023-07,3,July,7,Monday,2
7/4/2023,20230704,2023,2023-Q3,2023-07,4,July,7,Tuesday,3
7/5/2023,20230705,2023,2023-Q3,2023-07,5,July,7,Wednesday,4
7/6/2023,20230706,2023,2023-Q3,2023-07,6,July,7,Thursday,5
7/7/2023,20230707,2023,2023-Q3,2023-07,7,July,7,Friday,6
7/8/2023,20230708,2023,2023-Q3,2023-07,8,July,7,Saturday,7
7/9/2023,20230709,2023,2023-Q3,2023-07,9,July,7,Sunday,1
7/10/2023,20230710,2023,2023-Q3,2023-07,10,July,7,Monday,2
7/11/2023,20230711,2023,2023-Q3,2023-07,11,July,7,Tuesday,3
7/12/2023,20230712,2023,2023-Q3,2023-07,12,July,7,Wednesday,4
7/13/2023,20230713,2023,2023-Q3,2023-07,13,July,7,Thursday,5
7/14/2023,20230714,2023,2023-Q3,2023-07,14,July,7,Friday,6
7/15/2023,20230715,2023,2023-Q3,2023-07,15,July,7,Saturday,7
7/16/2023,20230716,2023,2023-Q3,2023-07,16,July,7,Sunday,1
7/17/2023,20230717,2023,2023-Q3,2023-07,17,July,7,Monday,2
7/18/2023,20230718,2023,2023-Q3,2023-07,18,July,7,Tuesday,3
7/19/2023,20230719,2023,2023-Q3,2023-07,19,July,7,Wednesday,4
7/20/2023,20230720,2023,2023-Q3,2023-07,20,July,7,Thursday,5
7/21/2023,20230721,2023,2023-Q3,2023-07,21,July,7,Friday,6
7/22/2023,20230722,2023,2023-Q3,2023-07,22,July,7,Saturday,7
7/23/2023,20230723,2023,2023-Q3,2023-07,23,July,7,Sunday,1
7/24/2023,20230724,2023,2023-Q3,2023-07,24,July,7,Monday,2
7/25/2023,20230725,2023,2023-Q3,2023-07,25,July,7,Tuesday,3
7/26/2023,20230726,2023,2023-Q3,2023-07,26,July,7,Wednesday,4
7/27/2023,20230727,2023,2023-Q3,2023-07,27,July,7,Thursday,5
7/28/2023,20230728,2023,2023-Q3,2023-07,28,July,7,Friday,6
7/29/2023,20230729,2023,2023-Q3,2023-07,29,July,7,Saturday,7
7/30/2023,20230730,2023,2023-Q3,2023-07,30,July,7,Sunday,1
7/31/2023,20230731,2023,2023-Q3,2023-07,31,July,7,Monday,2
8/1/2023,20230801,2023,2023-Q3,2023-08,1,August,8,Tuesday,3
8/2/2023,20230802,2023,2023-Q3,2023-08,2,August,8,Wednesday,4
8/3/2023,20230803,2023,2023-Q3,2023-08,3,August,8,Thursday,5
8/4/2023,20230804,2023,2023-Q3,2023-08,4,August,8,Friday,6
8/5/2023,20230805,2023,2023-Q3,2023-08,5,August,8,Saturday,7
8/6/2023,20230806,2023,2023-Q3,2023-08,6,August,8,Sunday,1
8/7/2023,20230807,2023,2023-Q3,2023-08,7,August,8,Monday,2
8/8/2023,20230808,2023,2023-Q3,2023-08,8,August,8,Tuesday,3
8/9/2023,20230809,2023,2023-Q3,2023-08,9,August,8,Wednesday,4
8/10/2023,20230810,2023,2023-Q3,2023-08,10,August,8,Thursday,5
8/11/2023,20230811,2023,2023-Q3,2023-08,11,August,8,Friday,6
8/12/2023,20230812,2023,2023-Q3,2023-08,12,August,8,Saturday,7
8/13/2023,20230813,2023,2023-Q3,2023-08,13,August,8,Sunday,1
8/14/2023,20230814,2023,2023-Q3,2023-08,14,August,8,Monday,2
8/15/2023,20230815,2023,2023-Q3,2023-08,15,August,8,Tuesday,3
8/16/2023,20230816,2023,2023-Q3,2023-08,16,August,8,Wednesday,4
8/17/2023,20230817,2023,2023-Q3,2023-08,17,August,8,Thursday,5
8/18/2023,20230818,2023,2023-Q3,2023-08,18,August,8,Friday,6
8/19/2023,20230819,2023,2023-Q3,2023-08,19,August,8,Saturday,7
8/20/2023,20230820,2023,2023-Q3,2023-08,20,August,8,Sunday,1
8/21/2023,20230821,2023,2023-Q3,2023-08,21,August,8,Monday,2
8/22/2023,20230822,2023,2023-Q3,2023-08,22,August,8,Tuesday,3
8/23/2023,20230823,2023,2023-Q3,2023-08,23,August,8,Wednesday,4
8/24/2023,20230824,2023,2023-Q3,2023-08,24,August,8,Thursday,5
8/25/2023,20230825,2023,2023-Q3,2023-08,25,August,8,Friday,6
8/26/2023,20230826,2023,2023-Q3,2023-08,26,August,8,Saturday,7
8/27/2023,20230827,2023,2023-Q3,2023-08,27,August,8,Sunday,1
8/28/2023,20230828,2023,2023-Q3,2023-08,28,August,8,Monday,2
8/29/2023,20230829,2023,2023-Q3,2023-08,29,August,8,Tuesday,3
8/30/2023,20230830,2023,2023-Q3,2023-08,30,August,8,Wednesday,4
8/31/2023,20230831,2023,2023-Q3,2023-08,31,August,8,Thursday,5
9/1/2023,20230901,2023,2023-Q3,2023-09,1,September,9,Friday,6
9/2/2023,20230902,2023,2023-Q3,2023-09,2,September,9,Saturday,7
9/3/2023,20230903,2023,2023-Q3,2023-09,3,September,9,Sunday,1
9/4/2023,20230904,2023,2023-Q3,2023-09,4,September,9,Monday,2
9/5/2023,20230905,2023,2023-Q3,2023-09,5,September,9,Tuesday,3
9/6/2023,20230906,2023,2023-Q3,2023-09,6,September,9,Wednesday,4
9/7/2023,20230907,2023,2023-Q3,2023-09,7,September,9,Thursday,5
9/8/2023,20230908,2023,2023-Q3,2023-09,8,September,9,Friday,6
9/9/2023,20230909,2023,2023-Q3,2023-09,9,September,9,Saturday,7
9/10/2023,20230910,2023,2023-Q3,2023-09,10,September,9,Sunday,1
9/11/2023,20230911,2023,2023-Q3,2023-09,11,September,9,Monday,2
9/12/2023,20230912,2023,2023-Q3,2023-09,12,September,9,Tuesday,3
9/13/2023,20230913,2023,2023-Q3,2023-09,13,September,9,Wednesday,4
9/14/2023,20230914,2023,2023-Q3,2023-09,14,September,9,Thursday,5
9/15/2023,20230915,2023,2023-Q3,2023-09,15,September,9,Friday,6
9/16/2023,20230916,2023,2023-Q3,2023-09,16,September,9,Saturday,7
9/17/2023,20230917,2023,2023-Q3,2023-09,17,September,9,Sunday,1
9/18/2023,20230918,2023,2023-Q3,2023-09,18,September,9,Monday,2
9/19/2023,20230919,2023,2023-Q3,2023-09,19,September,9,Tuesday,3
9/20/2023,20230920,2023,2023-Q3,2023-09,20,September,9,Wednesday,4
9/21/2023,20230921,2023,2023-Q3,2023-09,21,September,9,Thursday,5
9/22/2023,20230922,2023,2023-Q3,2023-09,22,September,9,Friday,6
9/23/2023,20230923,2023,2023-Q3,2023-09,23,September,9,Saturday,7
9/24/2023,20230924,2023,2023-Q3,2023-09,24,September,9,Sunday,1
9/25/2023,20230925,2023,2023-Q3,2023-09,25,September,9,Monday,2
9/26/2023,20230926,2023,2023-Q3,2023-09,26,September,9,Tuesday,3
9/27/2023,20230927,2023,2023-Q3,2023-09,27,September,9,Wednesday,4
9/28/2023,20230928,2023,2023-Q3,2023-09,28,September,9,Thursday,5
9/29/2023,20230929,2023,2023-Q3,2023-09,29,September,9,Friday,6
9/30/2023,20230930,2023,2023-Q3,2023-09,30,September,9,Saturday,7
10/1/2023,20231001,2023,2023-Q4,2023-10,1,October,10,Sunday,1
10/2/2023,20231002,2023,2023-Q4,2023-10,2,October,10,Monday,2
10/3/2023,20231003,2023,2023-Q4,2023-10,3,October,10,Tuesday,3
10/4/2023,20231004,2023,2023-Q4,2023-10,4,October,10,Wednesday,4
10/5/2023,20231005,2023,2023-Q4,2023-10,5,October,10,Thursday,5
10/6/2023,20231006,2023,2023-Q4,2023-10,6,October,10,Friday,6
10/7/2023,20231007,2023,2023-Q4,2023-10,7,October,10,Saturday,7
10/8/2023,20231008,2023,2023-Q4,2023-10,8,October,10,Sunday,1
10/9/2023,20231009,2023,2023-Q4,2023-10,9,October,10,Monday,2
10/10/2023,20231010,2023,2023-Q4,2023-10,10,October,10,Tuesday,3
10/11/2023,20231011,2023,2023-Q4,2023-10,11,October,10,Wednesday,4
10/12/2023,20231012,2023,2023-Q4,2023-10,12,October,10,Thursday,5
10/13/2023,20231013,2023,2023-Q4,2023-10,13,October,10,Friday,6
10/14/2023,20231014,2023,2023-Q4,2023-10,14,October,10,Saturday,7
10/15/2023,20231015,2023,2023-Q4,2023-10,15,October,10,Sunday,1
10/16/2023,20231016,2023,2023-Q4,2023-10,16,October,10,Monday,2
10/17/2023,20231017,2023,2023-Q4,2023-10,17,October,10,Tuesday,3
10/18/2023,20231018,2023,2023-Q4,2023-10,18,October,10,Wednesday,4
10/19/2023,20231019,2023,2023-Q4,2023-10,19,October,10,Thursday,5
10/20/2023,20231020,2023,2023-Q4,2023-10,20,October,10,Friday,6
10/21/2023,20231021,2023,2023-Q4,2023-10,21,October,10,Saturday,7
10/22/2023,20231022,2023,2023-Q4,2023-10,22,October,10,Sunday,1
10/23/2023,20231023,2023,2023-Q4,2023-10,23,October,10,Monday,2
10/24/2023,20231024,2023,2023-Q4,2023-10,24,October,10,Tuesday,3
10/25/2023,20231025,2023,2023-Q4,2023-10,25,October,10,Wednesday,4
10/26/2023,20231026,2023,2023-Q4,2023-10,26,October,10,Thursday,5
10/27/2023,20231027,2023,2023-Q4,2023-10,27,October,10,Friday,6
10/28/2023,20231028,2023,2023-Q4,2023-10,28,October,10,Saturday,7
10/29/2023,20231029,2023,2023-Q4,2023-10,29,October,10,Sunday,1
10/30/2023,20231030,2023,2023-Q4,2023-10,30,October,10,Monday,2
10/31/2023,20231031,2023,2023-Q4,2023-10,31,October,10,Tuesday,3
11/1/2023,20231101,2023,2023-Q4,2023-11,1,November,11,Wednesday,4
11/2/2023,20231102,2023,2023-Q4,2023-11,2,November,11,Thursday,5
11/3/2023,20231103,2023,2023-Q4,2023-11,3,November,11,Friday,6
11/4/2023,20231104,2023,2023-Q4,2023-11,4,November,11,Saturday,7
11/5/2023,20231105,2023,2023-Q4,2023-11,5,November,11,Sunday,1
11/6/2023,20231106,2023,2023-Q4,2023-11,6,November,11,Monday,2
11/7/2023,20231107,2023,2023-Q4,2023-11,7,November,11,Tuesday,3
11/8/2023,20231108,2023,2023-Q4,2023-11,8,November,11,Wednesday,4
11/9/2023,20231109,2023,2023-Q4,2023-11,9,November,11,Thursday,5
11/10/2023,20231110,2023,2023-Q4,2023-11,10,November,11,Friday,6
11/11/2023,20231111,2023,2023-Q4,2023-11,11,November,11,Saturday,7
11/12/2023,20231112,2023,2023-Q4,2023-11,12,November,11,Sunday,1
11/13/2023,20231113,2023,2023-Q4,2023-11,13,November,11,Monday,2
11/14/2023,20231114,2023,2023-Q4,2023-11,14,November,11,Tuesday,3
11/15/2023,20231115,2023,2023-Q4,2023-11,15,November,11,Wednesday,4
11/16/2023,20231116,2023,2023-Q4,2023-11,16,November,11,Thursday,5
11/17/2023,20231117,2023,2023-Q4,2023-11,17,November,11,Friday,6
11/18/2023,20231118,2023,2023-Q4,2023-11,18,November,11,Saturday,7
11/19/2023,20231119,2023,2023-Q4,2023-11,19,November,11,Sunday,1
11/20/2023,20231120,2023,2023-Q4,2023-11,20,November,11,Monday,2
11/21/2023,20231121,2023,2023-Q4,2023-11,21,November,11,Tuesday,3
11/22/2023,20231122,2023,2023-Q4,2023-11,22,November,11,Wednesday,4
